"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"6D3ZMQCL","journalArticle","1978","Müller-Wiener, Wolfgang","Milet 1973–1975. Michaeliskirche und Dionysos-Tempel. Baubefunde und Phasengliederung","Istanbuler Mitteilungen","","","","","","1978","2021-12-13 15:48:24","2022-12-15 17:36:23","","94-103","","","27,28","","IstMitt","","","","","","","","","","","","","","","Citation Key: muller-wiener_Milet19731975_1978b","","","","07 Architektur; 08 Kulte und Kulteinrichtungen; 07-11 Architektur: Kirchen, Synagogen, Moscheen; 08-05 Kulte: Dionysos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UXUAU8HU","journalArticle","1978","Peschlow-Bindokat, Anneliese","Ioniapolis. Zur Topographie einer milesischen Hafenstadt am latmischen Golf","Istanbuler Mitteilungen","","","","","","1978","2021-12-13 15:46:49","2022-12-15 17:36:22","","131-136","","","27,28","","IstMitt","","","","","","","","","","","Literatursammlung Miletserver","","","","Citation Key: peschlow-bindokat_IoniapolisZurTopographie_1978","","","","07 Architektur; 13 Umlandforschung; 07-08 Architektur: Häfen und maritime Infrastruktur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GQ2VAXC8","journalArticle","1978","Piérart, Marcel","La „sixième Tribut“ de Milet","Bulletin de correspondance hellénique","","","","","","1978","2021-12-13 15:45:14","2022-12-15 17:36:22","","563-564","","","102","","BCH","","","","","","","","","","","","","","","Citation Key: pierart_SixiemeTributMilet_1978","","","","03 Funde aus Milet; 03-08 Funde: Inschriften","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A84MUX94","journalArticle","1978","Real, Willi","Milet 1973–1975. Ausgewählte Funde aus dem Dionysos-Tempel","Istanbuler Mitteilungen","","","","","","1978","2021-10-26 13:49:34","2022-12-15 17:36:22","","105-116","","","27,28","","IstMitt","","","","","","","","","","","","","","","Citation Key: real_Milet19731975_1978","","","","Klassisch; Dionysos; Attisch; Skulptur; 01 Grabungs und Arbeitsberichte; 08 Kulte und Kulteinrichtungen; 03 Funde aus Milet; 03-01 Funde: Gattungsübergreifend; 08-05 Kulte: Dionysos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TJF4KZ4C","book","1978","Tozzi, Pierluigi","La rivolta ionica","","","","","","","1978","2021-12-13 15:41:51","2022-12-15 17:36:22","","","","","","","","","Biblioteca di Studi Antichi","15","","","","Pisa","","","","","","","","Citation Key: tozzi_RivoltaIonica_1978","","","","10 politische Geschichte; 10-02 Geschichte: archaische Zeit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZQSKKWKZ","journalArticle","1977","Foss, Clive","Archaeology and the ""Twenty Cities"" of Byzantine Asia","American Journal of Archaeology","","","","","","1977","2021-12-13 15:36:27","2022-12-15 17:36:25","","469-486","","","81","","AJA","","","","","","","","","","","","","","","Citation Key: foss_ArchaeologyTwentyCities_1977","","","","10 politische Geschichte; 10-06 Geschichte: Spät und Nachantike","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2DZEAR9B","journalArticle","1977","von Graeve, Volkmar","Ein Kopf des Strengen Stils aus Milet","Archäologischer Anzeiger","","","","","","1977","2021-12-13 15:34:32","2022-12-15 17:36:24","","159-163","","","1977","","AA","","","","","","","","","","","Literatursammlung Miletserver","","","","Citation Key: vongraeve_KopfStrengenStils_1977","","","","03 Funde aus Milet; 03-04 Funde: Skulptur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KG8HRA2J","journalArticle","1977","Moretti, Luigi","Mileto, le sue colonie e l´istituto dell´evergesia","Rivista di filologia e di istruzione classica","","","","","","1977","2021-12-13 15:30:54","2022-12-15 17:36:25","","5-11","","","105","","RFil","","","","","","","","","","","","","","","Citation Key: moretti_MiletoSueColonie_1977","","","","10 politische Geschichte; 10-02 Geschichte: archaische Zeit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L527MF9Z","bookSection","1977","Müller-Wiener, Wolfgang","Archäologie, Bauforschung und Denkmalpflege: Die Verantwortung gegenüber Objekten am Fundort","Archäologische Forschungen und  Information","","","","","","1977","2021-12-13 15:27:46","2022-12-15 17:36:25","","152-161","","","","","","","Schriftenreihe der RIAS-Funkuniversität","","","","","Berlin","","","","","","","","Citation Key: muller-wiener_ArchaologieBauforschungUnd_1977","","","","15 Ruinen und Geländepflege, Restaurierung","","","Kurzrock, R.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y76YDSSZ","book","1976","Dimitriou, Sokratis; Klammet, Gerhard","Die türkische Westküste","","","","","","","1976","2021-12-13 15:24:15","2022-12-15 17:36:28","","","146-150","","","","","","","","","","Ravenstein Verlag","Frankfurt am Main","","","","Literatursammlung Miletserver","","","","Citation Key: dimitriou_TurkischeWestkuste_1976","","","","02 Allgemeine Darstellungen / Topographie","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EJCBN9BV","book","1976","Linfert, Andreas","Kunstzentren hellenistischer Zeit. Studien an weiblichen Gewandstatuen","","","","","","","1976","2021-12-13 14:44:06","2022-12-15 17:36:27","","","63-66, 180-184","","","","","","","","","","Franz Steiner Verlag","Stuttgart","","","","","","","","Citation Key: linfert_KunstzentrenHellenistischerZeit_1976","","","","03 Funde aus Milet; 03-04 Funde: Skulptur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QIJUZMKP","thesis","1976","Marchese, Ronald T.","A History of Urban Organization in the Lower Maeander River Valley: Regional Settlement Patterns to the Second Century AD","","","","","","","1976","2021-12-13 14:40:54","2022-12-15 17:36:27","","","","","","","","","","","","","New York University","New York","","","Dissertation","","","","","Citation Key: marchese_HistoryUrbanOrganization_1976","","","","Urbanistik; 13 Umlandforschung","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VEZX6MV2","book","1976","Müller, Helmut","Milesische Volksbeschlüsse. Eine Untersuchung zur Verfassungsgeschichte der Stadt Milet in hellenistischer Zeit","","","","","","","1976","2021-12-13 14:36:48","2022-12-15 17:36:27","","","","","","","","","Hypomnemata","47","","","Vandenhoeck & Ruprecht ; Academic Press","Göttingen","","","","","","","","Citation Key: muller_MilesischeVolksbeschlusseUntersuchung_1976","","","","Hellenistisch; 03 Funde aus Milet; 10 politische Geschichte; 03-08 Funde: Inschriften; 10-04 Geschichte: hellenistische Zeit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W53EWLW3","journalArticle","1977","Rohde, Elisabeth","Grundsätzliches zur Aufstellung antiker Baukunst in Museumsräumen","Forschungen und Berichte. Staatliche Museen zu Berlin","","","","","","1977","2021-12-13 14:05:52","2022-12-15 17:36:24","","171-176","","","18","","FuB","","","","","","","","","","","Literatursammlung Miletserver","","","","Citation Key: rohde_GrundsatzlichesZurAufstellung_1977","","","","07 Architektur; 15 Ruinen und Geländepflege, Restaurierung; 07-05 Architektur: Platzanlagen und angrenzende Bauten","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F2GD72VS","thesis","1976","Schott, Wolfgang","Arzt und Dichter, Nikias von Milet","","","","","","","1976","2021-12-13 14:03:24","2022-12-15 17:36:26","","","","","","","","","","","","","Technische Universität München","Leipzig","","","Dissertation","Literatursammlung Miletserver","","","","Citation Key: schott_ArztUndDichter_1976","","","","03 Funde aus Milet; 10 politische Geschichte; 03-08 Funde: Inschriften; 10-04 Geschichte: hellenistische Zeit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SFMTDBSW","journalArticle","1975","von Aulock, Hans","Eine neue kleinasiatische Münzstätte: Pedasa (Pidasa) bei Milet","Jahrbuch für Numismatik und Geldgeschichte","","","","","","1975","2021-12-13 14:01:05","2022-12-15 17:36:29","","123-128","","","25","","JNG","","","","","","","","","","","Literatursammlung Miletserver","","","","Citation Key: vonaulock_NeueKleinasiatischeMunzstatte_1975","","","","03 Funde aus Milet; 03-09 Funde: Münzen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BXJCTYWM","journalArticle","1975","Feld, Otto","Christliche Denkmäler aus Milet und seiner Umgebung","Istanbuler Mitteilungen","","","","","","1975","2021-12-13 13:57:34","2022-12-15 17:36:32","","197-209","","","25","","IstMitt","","","","","","","","","","","Literatursammlung Miletserver","","","","Citation Key: feld_ChristlicheDenkmalerAus_1975","","","","Christlich; 07 Architektur; 07-01 Architektur: Varia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W2MBHS6I","journalArticle","1975","von Graeve, Volkmar","Milet. Vorläufiger Bericht über die Grabung im Südschnitt an der hellenistischen Stadtmauer 1966","Istanbuler Mitteilungen","","","","","","1975","2021-11-30 14:59:23","2022-12-15 17:36:29","","35-59","","","25","","IstMitt","","","","","","","","","","","Literatursammlung Miletserver","","","","Citation Key: vongraeve_MiletVorlaufigerBericht_1975","","","","Keramik; Streifenware; 01 Grabungs und Arbeitsberichte; 07 Architektur; 03 Funde aus Milet; 03-05 Funde: Keramik; 07-09 Architektur: Wohngebäude; 07-02 Architektur: Stadtmauern und Wehranlagen","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TMRNM8KH","journalArticle","1975","von Graeve, Volkmar","Eine Sitzfigur aus Milet","Istanbuler Mitteilungen","","","","","","1975","2021-12-13 13:56:11","2022-12-15 17:36:29","","61-65","","","25","","IstMitt","","","","","","","","","","","","","","","Citation Key: vongraeve_SitzfigurAusMilet_1975","","","","03 Funde aus Milet; 03-04 Funde: Skulptur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MMPH4DKB","journalArticle","1975","Herrmann, Johannes","Zum Rechtshilfevertrag zwischen Milet und Gortyn","Zeitschrift für Papyrologie und Epigraphik","","","","","","1975","2021-12-13 13:54:02","2022-12-15 17:36:31","","127-139","","","17","","ZPE","","","","","","","","","","","Literatursammlung Miletserver","","","","Citation Key: herrmann_RechtshilfevertragZwischenMilet_1975","","","","03 Funde aus Milet; 10 politische Geschichte; 03-08 Funde: Inschriften; 10-04 Geschichte: hellenistische Zeit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NJV5NSVH","journalArticle","1975","Herrmann, Peter","Milesischer Purpur","Istanbuler Mitteilungen","","","","","","1975","2021-12-13 13:53:08","2022-12-15 17:36:31","","141-147","","","25","","IstMitt","","","","","","","","","","","","","","","Citation Key: herrmann_MilesischerPurpur_1975","","","","03 Funde aus Milet; 03-02 Funde: Varia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XZ263H6E","journalArticle","1975","Herrmann, Peter","Eine Kaiserurkunde der Zeit Marc Aurels aus Milet","Istanbuler Mitteilungen","","","","","","1975","2021-12-13 13:52:21","2022-12-15 17:36:31","","149-166","","","25","","IstMitt","","","","","","","","","","","Literatursammlung Miletserver","","","","Citation Key: herrmann_KaiserurkundeZeitMarc_1975","","","","03 Funde aus Milet; 03-08 Funde: Inschriften","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2V8U9DKB","journalArticle","1975","Herrmann, Peter","Zum Rechtshilfevertrag zwischen Milet und Gortyn (Milet I 3 Nr. 140 B = Inscr. Cret. IVs. 221 Nr. 161 = Die Staatsverträge des Altertums, Bd. 3 Nr. 482)","Zeitschrift für Papyrologie und Epigraphik","","","","","","1975","2021-12-13 13:50:59","2022-12-15 17:36:31","","127-139","","","17","","ZPE","","","","","","","","","","","","","","","Citation Key: herrmann_RechtshilfevertragZwischenMilet_1975a","","","","03 Funde aus Milet; 10 politische Geschichte; 03-08 Funde: Inschriften; 10-04 Geschichte: hellenistische Zeit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9WT236KZ","journalArticle","1975","Hommel, Hildebrecht","Juden und Christen im kaiserzeitlichen Milet. Überlegungen zur Theaterinschrift","Istanbuler Mitteilungen","","","","","","1975","2021-12-13 13:47:55","2022-12-15 17:36:31","","167-195","","","25","","IstMitt","","","","","","","","","","","Literatursammlung Miletserver","","","","Citation Key: hommel_JudenUndChristen_1975","","","","Kaiserzeit; Theater; Spätantik; Christlich; Jüdisch; Erzengel; 03 Funde aus Milet; 03-08 Funde: Inschriften","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T9NIZIE9","book","1975","Kreiler, Bernd","Die Statthalter Kleinasiens unter Flaviern","","","","","","","1975","2021-12-13 13:43:59","2022-12-15 17:36:30","","","32-38","","","","","","","","","","MünchenVerlag","München","","","","","","","","Citation Key: kreiler_StatthalterKleinasiensUnter_1975","","","","10 politische Geschichte; 10-05 Geschichte: Kaiserzeit","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BEB2B2XW","journalArticle","1975","Mallwitz, Alfred","Gestalt und Geschichte des jüngeren Athena-Tempels von Milet","Istanbuler Mitteilungen","","","","","","1975","2021-12-13 13:40:56","2022-12-15 17:36:30","","67-90","","","25","","IstMitt","","","","","","","","","","","Literatursammlung Miletserver","","","","Citation Key: mallwitz_GestaltUndGeschichte_1975","","","","08 Kulte und Kulteinrichtungen; 08-04 Kulte: Athena","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L5YZ2ADZ","journalArticle","1975","Real, Willi","Bibliographie der bisherigen Forschungen in Milet","Istanbuler Mitteilungen","","","","","","1975","2021-12-13 13:40:04","2022-12-15 17:36:30","","259-266","","","25","","IstMitt","","","","","","","","","","","Literatursammlung Miletserver","","","","Citation Key: real_BibliographieBisherigenForschungen_1975","","","","14 Forschungsgeschichte","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
